ticker,series_id,fund_name,type,first_year,last_year
AVSC,S000074835,Avantis U.S. Small Cap Equity ETF,equity_longonly,2022,2024
CLSE,S000074838,Convergence Long/Short Equity ETF,equity_longshort,2022,2025
PUNK,S000074852,Subversive Metaverse ETF,equity_longonly,2022,2022
FLDZ,S000074873,RiverNorth Patriot ETF,equity_longonly,2021,2024
ROCI,S000074895,ROC ETF,equity_longonly,2023,2023
FFLS,S000074927,The Future Long/Short ETF,equity_longshort,2024,2025
CGV,S000074951,Conductor Global Equity Value ETF,equity_longonly,2022,2025
DFUV,S000075030,Dimensional US Marketwide Value ETF,equity_longonly,2022,2025
SELV,S000075036,SEI Enhanced Low Volatility U.S. Large Cap ETF,equity_longonly,2023,2026
SEIM,S000075037,SEI Enhanced U.S. Large Cap Momentum Factor ETF,equity_longonly,2023,2026
SEIQ,S000075038,SEI Enhanced U.S. Large Cap Quality Factor ETF,equity_longonly,2023,2026
SEIV,S000075039,SEI Enhanced U.S. Large Cap Value Factor ETF,equity_longonly,2023,2026
WGMI,S000075052,Valkyrie Bitcoin Miners ETF,equity_longonly,2022,2024
SAGP,S000075077,Strategas Global Policy Opportunities ETF,equity_longonly,2022,2025
SAMT,S000075078,Strategas Macro Thematic Opportunities ETF,equity_longonly,2022,2025
LETB,S000075085,AdvisorShares Let Bob AI Powered Momentum ETF,equity_longonly,2022,2023
RSEE,S000075093,Rareview Systematic Equity ETF,equity_longonly,2022,2024
CSH,S000075116,Morgan Creek - Exos Active SPAC Arbitrage ETF,equity_longshort,2022,2022
DUHP,S000075148,Dimensional US High Profitability ETF,equity_longonly,2022,2025
DFEM,S000075149,Dimensional Emerging Markets Core Equity 2 ETF,equity_longonly,2022,2025
DFAR,S000075150,Dimensional US Real Estate ETF,equity_longonly,2022,2025
DFSV,S000075151,Dimensional US Small Cap Value ETF,equity_longonly,2022,2025
DFIC,S000075152,Dimensional International Core Equity 2 ETF,equity_longonly,2022,2025
DISV,S000075153,Dimensional International Small Cap Value ETF,equity_longonly,2022,2025
DFIS,S000075154,Dimensional International Small Cap ETF,equity_longonly,2022,2025
DIHP,S000075155,Dimensional International High Profitability ETF,equity_longonly,2022,2025
DEHP,S000075156,Dimensional Emerging Markets High Profitability ETF,equity_longonly,2022,2025
DFEV,S000075157,Dimensional Emerging Markets Value ETF,equity_longonly,2022,2025
WINN,S000075162,Harbor Long-Term Growers ETF,equity_longonly,2022,2025
PRAY,S000075169,FIS Christian Stock Fund,equity_longonly,2022,2025
APUE,S000075229,ActivePassive U.S. Equity ETF,equity_longonly,2023,2024
APIE,S000075230,ActivePassive International Equity ETF,equity_longonly,2023,2024
HAUS,S000075316,Residential REIT ETF,equity_longonly,2023,2026
TSME,S000075337,Thrivent Small-Mid Cap Equity ETF,equity_longonly,2023,2025
HAPY,S000075357,Harbor Human Capital Factor Unconstrained ETF,equity_longonly,2022,2023
AVSE,S000075381,Avantis Responsible Emerging Markets Equity ETF,equity_longonly,2022,2024
AVSD,S000075382,Avantis Responsible International Equity ETF,equity_longonly,2022,2024
AVSU,S000075383,Avantis Responsible U.S. Equity ETF,equity_longonly,2022,2024
NBET,S000075395,Neuberger Berman Energy Transition & Infrastructure ETF,equity_longonly,2022,2025
NBDS,S000075396,Neuberger Berman Disrupters ETF,equity_longonly,2022,2025
NBCC,S000075397,Neuberger Berman Next Generation Connected Consumer ETF,equity_longonly,2022,2024
SEMI,S000075502,Columbia Semiconductor and Technology ETF,equity_longonly,2022,2024
IPDP,S000075510,Dividend Performers ETF,equity_longonly,2022,2024
UAV,S000075536,AdvisorShares Drone Technology ETF,equity_longonly,2022,2022
KGHG,S000075539,KraneShares Global Carbon Transformation ETF,equity_longonly,2022,2023
IWLG,S000075560,NYLI Winslow Large Cap Growth ETF,equity_longonly,2023,2025
IWFG,S000075561,NYLI Winslow Focused Large Cap Growth ETF,equity_longonly,2023,2025
OAIE,S000075564,Optimize AI Smart Sentiment Event-Driven ETF,equity_longonly,2023,2023
AHOY,S000075593,Newday Ocean Health ETF,equity_longonly,2023,2024
GDVD,S000075613,R3 Global Dividend Growth ETF,equity_longonly,2023,2024
RPHS,S000075684,Regents Park Hedged Market Strategy ETF,equity_longshort,2023,2026
DVAL,S000075788,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,equity_longonly,2023,2026
MCSE,S000075790,Martin Currie Sustainable International Equity ETF,equity_longonly,2023,2025
GDIV,S000075911,Harbor Dividend Growth Leaders ETF,equity_longonly,2022,2025
BYRE,S000076068,Principal Real Estate Active Opportunities ETF,equity_longonly,2022,2025
UDI,S000076071,USCF Dividend Income Fund,equity_longonly,2022,2025
BLLD,S000076158,JPMorgan Sustainable Infrastructure ETF,equity_longonly,2022,2024
VMAT,S000076256,V-Shares MSCI World ESG Materiality and Carbon Transition ETF,equity_longonly,2022,2023
TUGN,S000076366,STF Tactical Growth & Income ETF,equity_longonly,2023,2026
TUG,S000076367,STF Tactical Growth ETF,equity_longonly,2023,2026
NSPY,S000076400,NightShares 500 ETF,equity_longonly,2023,2023
NIWM,S000076402,NightShares 2000 ETF,equity_longonly,2023,2023
AMID,S000076459,Argent Mid Cap ETF,equity_longonly,2023,2025
GVLU,S000076475,Gotham 1000 Value ETF,equity_longonly,2022,2025
AOTG,S000076479,AOT Growth and Innovation ETF,equity_longonly,2023,2025
DVDN,S000076504,Kingsbarn Dividend Opportunity ETF,equity_longonly,2024,2025
DSPC,S000076580,AXS De-SPAC ETF,equity_longonly,2022,2022
GGTL,S000076599,Gabelli Global Technology Leaders ETF,equity_longonly,2022,2025
DFSU,S000076639,Dimensional US Sustainability Core 1 ETF,equity_longonly,2023,2025
DFSI,S000076640,Dimensional International Sustainability Core 1 ETF,equity_longonly,2023,2025
DFSE,S000076641,Dimensional Emerging Markets Sustainability Core 1 ETF,equity_longonly,2023,2025
DVND,S000076657,Touchstone Dividend Select ETF,equity_longonly,2022,2025
LCF,S000076659,Touchstone US Large Cap Focused ETF,equity_longonly,2022,2025
SGLC,S000076677,SGI U.S. Large Cap Core ETF,equity_longonly,2023,2024
SPCZ,S000076705,RiverNorth Enhanced Pre-Merger SPAC ETF,equity_longonly,2022,2024
MEM,S000076755,Matthews Emerging Markets Equity Active ETF,equity_longonly,2022,2025
MINV,S000076756,Matthews Asia Innovators Active ETF,equity_longonly,2022,2025
MCH,S000076757,Matthews China Active ETF,equity_longonly,2022,2025
CCSO,S000076804,Carbon Collective Climate Solutions U.S. Equity ETF,equity_longonly,2023,2024
BPAY,S000076808,iShares FinTech Active ETF,equity_longonly,2023,2025
BCDF,S000076848,Horizon Kinetics Blockchain Development ETF,equity_longonly,2022,2025
FDLS,S000076870,Inspire Fidelis Multi Factor ETF,equity_longonly,2022,2024
RVRB,S000076891,Reverb ETF,equity_longonly,2023,2025
JGRO,S000077070,JPMorgan Active Growth ETF,equity_longonly,2023,2025
OSEA,S000077093,Harbor International Compounders ETF,equity_longonly,2022,2025
BBLU,S000077095,EA Bridgeway Blue Chip ETF,equity_longonly,2023,2025
DSMC,S000077110,Distillate Small/Mid Cash Flow ETF,equity_longonly,2023,2024
STRV,S000077125,Strive 500 ETF,equity_longonly,2023,2023
DRLL,S000077126,Strive U.S. Energy ETF,equity_longonly,2023,2023
SHOC,S000077127,Strive U.S. Semiconductor ETF,equity_longonly,2023,2023
PBDC,S000077137,Putnam BDC Income ETF,equity_longonly,2023,2025
SYNB,S000077138,Putnam BioRevolution ETF,equity_longonly,2023,2025
PEMX,S000077139,Putnam Emerging Markets ex-China ETF,equity_longonly,2024,2025
OAEM,S000077261,OneAscent Emerging Markets ETF,equity_longonly,2023,2025
OAIM,S000077262,OneAscent International Equity ETF,equity_longonly,2023,2025
PPEM,S000077300,Putnam Panagora ESG Emerging Markets Equity ETF,equity_longonly,2023,2025
PPIE,S000077301,Putnam Panagora ESG International Equity ETF,equity_longonly,2023,2025
STXE,S000077313,Strive Emerging Markets Ex-China ETF,equity_longonly,2023,2023
NXTE,S000077398,AXS Green Alpha ETF,equity_longonly,2023,2026
JHDV,S000077441,John Hancock U.S. High Dividend ETF,equity_longonly,2023,2026
EQTY,S000077457,Kovitz Core Equity ETF,equity_longonly,2023,2025
SUPP,S000077466,TCW Transform Supply Chain ETF,equity_longonly,2023,2025
AVIE,S000077485,Avantis Inflation Focused Equity ETF,equity_longonly,2023,2024
DIVD,S000077499,Altrius Global Dividend ETF,equity_longonly,2023,2024
BRNY,S000077503,Burney U.S. Factor Rotation ETF,equity_longonly,2023,2024
SHDG,S000077614,Soundwatch Hedged Equity ETF,equity_longshort,2022,2022
YALL,S000077618,God Bless America ETF,equity_longonly,2023,2025
CAMX,S000077620,Cambiar Aggressive Value ETF,equity_longonly,2023,2025
HAPI,S000077722,Harbor Human Capital Factor US Large Cap ETF,equity_longonly,2022,2023
BKGI,S000077785,BNY Mellon Global Infrastructure Income ETF,equity_longonly,2023,2025
EIPX,S000077877,FT Energy Income Partners Strategy ETF,equity_longonly,2023,2025
PP,S000077894,The Meet Kevin Pricing Power ETF,equity_longonly,2023,2024
DKRB,S000077930,Subversive Decarbonization ETF,equity_longonly,2023,2023
KCAL,S000077931,Subversive Food Security ETF,equity_longonly,2023,2023
SANE,S000077932,Subversive Mental Health ETF,equity_longonly,2023,2023
CVSE,S000077962,Calvert US Select Equity ETF,equity_longonly,2023,2024
MEDI,S000077996,Harbor Health Care ETF,equity_longonly,2023,2025
ADPV,S000077998,Adaptiv Select ETF,equity_longonly,2023,2025
STXG,S000078017,Strive 1000 Growth ETF,equity_longonly,2023,2023
STXV,S000078018,Strive 1000 Value ETF,equity_longonly,2023,2023
STXK,S000078019,Strive Small-Cap ETF,equity_longonly,2023,2023
STXD,S000078020,Strive 1000 Dividend Growth ETF,equity_longonly,2023,2023
DIP,S000078027,BTD Capital Fund,equity_longonly,2023,2023
SURI,S000078061,Simplify Propel Opportunities ETF,equity_longonly,2023,2025
BSVO,S000078089,EA Bridgeway Omni Small-Cap Value ETF,equity_longonly,2023,2025
FDV,S000078169,Federated Hermes U.S. Strategic Dividend ETF,equity_longonly,2023,2025
RSHO,S000078298,Tema American Reshoring ETF,equity_longonly,2024,2026
CANC,S000078299,Tema Oncology ETF,equity_longonly,2024,2026
LUX,S000078301,Tema Luxury ETF,equity_longonly,2024,2025
TOLL,S000078302,Tema Monopolies and Oligopolies ETF,equity_longonly,2024,2026
AAUM,S000078303,Tema Alternative Asset Managers ETF,equity_longonly,2026,2026
EVXX,S000078790,Defiance Pure Electric Vehicle ETF,equity_longonly,2023,2023
NANC,S000078920,Unusual Whales Subversive Democratic Trading ETF,equity_longonly,2023,2024
KRUZ,S000078921,Unusual Whales Subversive Republican Trading ETF,equity_longonly,2023,2024
RNWZ,S000078930,TrueShares Eagle Global Renewables Income ETF,equity_longonly,2022,2024
MEDX,S000078972,Horizon Kinetics Medical ETF,equity_longonly,2023,2025
SPAQ,S000078973,Horizon Kinetics SPAC Active ETF,equity_longonly,2023,2025
DFLV,S000078987,Dimensional US Large Cap Value ETF,equity_longonly,2023,2025
DFGR,S000078988,Dimensional Global Real Estate ETF,equity_longonly,2023,2025
INFR,S000079010,ClearBridge Sustainable Infrastructure ETF,equity_longonly,2023,2025
JHID,S000079041,John Hancock International High Dividend ETF,equity_longonly,2023,2026
EMM,S000079056,Global X Emerging Markets ex-China ETF,equity_longonly,2023,2025
EMC,S000079059,Global X Emerging Markets Great Consumer ETF,equity_longonly,2023,2025
STNC,S000079062,Hennessy Sustainable ETF,equity_longonly,2023,2025
PJFV,S000079105,PGIM Jennison Focused Value ETF,equity_longonly,2023,2025
PJFG,S000079106,PGIM Jennison Focused Growth ETF,equity_longonly,2023,2025
ROYA,S000079263,Tema Global Royalties ETF,equity_longonly,2024,2024
WUGI,S000079287,AXS Esoterica NextG Economy ETF,equity_longonly,2023,2026
FCUS,S000079304,Pinnacle Focused Opportunities ETF,equity_longonly,2023,2025
WCEO,S000079305,Hypatia Women CEO ETF,equity_longonly,2023,2025
CLIA,S000079334,Veridien Climate Action ETF,equity_longonly,2024,2024
MEMX,S000079342,Matthews Emerging Markets ex China Active ETF,equity_longonly,2023,2025
TPMN,S000079419,Timothy Plan Market Neutral ETF,equity_longshort,2023,2024
NVIR,S000079432,Horizon Kinetics Energy and Remediation ETF,equity_longonly,2023,2025
SROI,S000079464,Calamos Antetokounmpo Global Sustainable Equities ETF,equity_longonly,2023,2025
FWD,S000079470,AB Disruptors ETF,equity_longonly,2023,2025
HIDV,S000079471,AB US High Dividend ETF,equity_longonly,2023,2025
LOWV,S000079472,AB US Low Volatility Equity ETF,equity_longonly,2023,2025
MAGS,S000079576,Roundhill Magnificent Seven ETF,equity_longonly,2023,2025
AWEG,S000079631,Alger Weatherbie Enduring Growth ETF,equity_longonly,2023,2024
JPSV,S000079652,JPMorgan Active Small Cap Value ETF,equity_longonly,2023,2025
JCHI,S000079746,JPMorgan Active China ETF,equity_longonly,2023,2025
JPEF,S000079812,JPMorgan Equity Focus ETF,equity_longonly,2024,2025
TCAF,S000079834,T. Rowe Price Capital Appreciation Equity ETF,equity_longonly,2023,2025
TGRT,S000079835,T. Rowe Price Growth ETF,equity_longonly,2023,2025
TOUS,S000079836,T. Rowe Price International Equity ETF,equity_longonly,2023,2025
TMSL,S000079837,T. Rowe Price Small-Mid Cap ETF,equity_longonly,2023,2025
TVAL,S000079838,T. Rowe Price Value ETF,equity_longonly,2023,2025
ECML,S000079847,Euclidean Fundamental Value ETF,equity_longonly,2024,2026
NSI,S000079901,National Security Emerging Markets Index ETF,equity_longonly,2024,2025
HEAT,S000079934,Touchstone Climate Transition ETF,equity_longonly,2023,2024
HAPS,S000079952,Harbor Human Capital Factor US Small Cap ETF,equity_longonly,2023,2023
FFOG,S000080151,Franklin Focused Growth ETF,equity_longonly,2024,2026
MKOR,S000080170,Matthews Korea Active ETF,equity_longonly,2023,2025
BKIV,S000080183,BNY Mellon Innovators ETF,equity_longonly,2024,2025
BKWO,S000080184,BNY Mellon Womens Opportunities ETF,equity_longonly,2024,2025
LRGC,S000080208,AB US Large Cap Strategic Equities ETF,equity_longonly,2023,2025
MDLV,S000080210,Morgan Dempsey Large Cap Value ETF,equity_longonly,2024,2026
DFVX,S000080330,Dimensional US Large Cap Vector ETF,equity_longonly,2024,2025
CHAT,S000080348,Roundhill Generative AI & Technology ETF,equity_longonly,2024,2025
REAI,S000080389,Intelligent Real Estate ETF,equity_longonly,2024,2026
BLCV,S000080410,iShares Large Cap Value Active ETF,equity_longonly,2023,2025
KNOW,S000080449,Fundamentals First ETF,equity_longonly,2024,2025
RUNN,S000080468,Running Oak Efficient Growth ETF,equity_longonly,2023,2025
TDI,S000080487,Touchstone Dynamic International ETF,equity_longonly,2023,2025
JDOC,S000080528,JPMorgan Healthcare Leaders ETF,equity_longonly,2024,2025
JTEK,S000080536,JPMorgan U.S. Tech Leaders ETF,equity_longonly,2024,2025
AVDS,S000080558,Avantis International Small Cap Equity ETF,equity_longonly,2023,2024
AVLC,S000080562,Avantis U.S. Large Cap Equity ETF,equity_longonly,2024,2024
LSGR,S000080571,Natixis Loomis Sayles Focused Growth ETF,equity_longonly,2023,2025
BDVG,S000080576,iMGP Berkshire Dividend Growth ETF,equity_longonly,2023,2025
EQLS,S000080583,Simplify Market Neutral Equity Long/Short ETF,equity_longshort,2023,2024
SHDG,S000080629,Soundwatch Hedged Equity ETF,equity_longshort,2023,2025
NDIA,S000080659,Global X India Active ETF,equity_longonly,2023,2025
BRAZ,S000080660,Global X Brazil Active ETF,equity_longonly,2023,2025
SMRI,S000080670,Bushido Capital US Equity ETF,equity_longonly,2024,2024
BCHP,S000080686,Principal Focused Blue Chip ETF,equity_longonly,2024,2025
SFLO,S000080690,VictoryShares Small Cap Free Cash Flow ETF,equity_longonly,2024,2024
CGDG,S000080720,Capital Group Dividend Growers ETF,equity_longonly,2024,2025
CGIE,S000080722,Capital Group International Equity ETF,equity_longonly,2024,2025
LGRO,S000080742,Level Four Large Cap Growth Active ETF,equity_longonly,2023,2025
KSEA,S000080796,KraneShares Rockefeller Ocean Engagement ETF,equity_longonly,2024,2025
GSIB,S000081041,Themes Global Systemically Important Banks ETF,equity_longonly,2024,2024
NBCE,S000081048,Neuberger Berman China Equity ETF,equity_longonly,2024,2025
NBGR,S000081049,Neuberger Berman Global Real Estate ETF,equity_longonly,2024,2024
DIVL,S000081096,Madison Dividend Value ETF,equity_longonly,2024,2025
ROE,S000081203,Astoria US Equal Weight Quality Kings ETF,equity_longonly,2024,2025
BGIG,S000081227,Bahl & Gaynor Income Growth ETF,equity_longonly,2023,2025
AGQI,S000081234,First Trust Active Global Quality Income ETF,equity_longonly,2023,2025
JGLO,S000081237,JPMorgan Global Select Equity ETF,equity_longonly,2023,2025
JIVE,S000081238,JPMorgan International Value ETF,equity_longonly,2023,2025
TGLR,S000081285,LAFFER TENGLER Equity Income ETF,equity_longonly,2024,2025
DARP,S000081338,Grizzle Growth ETF,equity_longonly,2024,2024
QUVU,S000081376,Hartford Quality Value ETF,equity_longonly,2023,2025
CSMD,S000081384,Congress SMid Growth ETF,equity_longonly,2023,2025
CAML,S000081385,Congress Large Cap Growth ETF,equity_longonly,2023,2025
FCFY,S000081453,First Trust S&P 500 Diversified Free Cash Flow ETF,equity_longonly,2023,2023
FDIV,S000081525,MarketDesk Focused U.S. Dividend ETF,equity_longonly,2024,2024
HRTS,S000081541,Tema Obesity & Cardiometabolic ETF,equity_longonly,2024,2026
MNTL,S000081543,Tema Neuroscience and Mental Health ETF,equity_longonly,2024,2025
LSEQ,S000081567,Harbor Long-Short Equity ETF,equity_longshort,2024,2025
CGRO,S000081585,CoreValues Alpha Greater China Growth ETF,equity_longonly,2024,2025
SPDG,S000081587,SPDR Portfolio S&P Sector Neutral Dividend ETF,equity_longonly,2024,2025
PCGG,S000081588,Polen Capital Global Growth ETF,equity_longonly,2023,2025
BINV,S000081642,Brandes International ETF,equity_longonly,2024,2025
BSMC,S000081643,Brandes U.S. Small-Mid Cap Value ETF,equity_longonly,2024,2025
BUSA,S000081644,Brandes U.S. Value ETF,equity_longonly,2024,2025
EAGL,S000081645,Eagle Capital Select Equity ETF,equity_longonly,2024,2025
LBO,S000081688,WHITEWOLF Publicly Listed Private Equity ETF,equity_longonly,2024,2026
SOVF,S000081759,Sovereign's Capital Flourish Fund,equity_longonly,2024,2025
BAMD,S000081761,Brookstone Dividend Stock ETF,equity_longonly,2024,2025
BAMG,S000081762,Brookstone Growth Stock ETF,equity_longonly,2024,2025
BAMV,S000081766,Brookstone Value Stock ETF,equity_longonly,2024,2025
DCOR,S000081780,Dimensional US Core Equity 1 ETF,equity_longonly,2023,2025
TBG,S000081800,TBG Dividend Focus ETF,equity_longonly,2024,2024
EMSF,S000081862,Matthews Emerging Markets Sustainable Future Active ETF,equity_longonly,2023,2025
ASIA,S000081863,Matthews Pacific Tiger Active ETF,equity_longonly,2023,2025
INDE,S000081864,Matthews India Active ETF,equity_longonly,2023,2025
JPAN,S000081865,Matthews Japan Active ETF,equity_longonly,2023,2025
ADVE,S000081866,Matthews Asia Dividend Active ETF,equity_longonly,2023,2025
SMIZ,S000081958,Zacks Small/Mid Cap ETF,equity_longonly,2023,2025
GSC,S000081978,Goldman Sachs Small Cap Equity ETF,equity_longonly,2024,2025
BILD,S000082262,Nomura Global Listed Infrastructure ETF,equity_longonly,2024,2026
PWER,S000082263,Nomura Energy Transition ETF,equity_longonly,2024,2026
MJUS,S000082273,Amplify U.S. Alternative Harvest ETF,equity_longonly,2024,2024
SHRT,S000082296,Gotham Short Strategies ETF,equity_longshort,2024,2025
BLCR,S000082317,iShares Large Cap Core Active ETF,equity_longonly,2024,2025
BWTG,S000082334,Brendan Wood TopGun ETF,equity_longonly,2024,2025
JHAC,S000082342,John Hancock Fundamental All Cap Core ETF,equity_longonly,2024,2026
EV,S000082790,Mast Global Battery Recycling & Production ETF,equity_longonly,2024,2024
AVEE,S000082825,Avantis Emerging Markets Small Cap Equity ETF,equity_longonly,2024,2024
AVMC,S000082826,Avantis U.S. Mid Cap Equity ETF,equity_longonly,2024,2024
AVMV,S000082827,Avantis U.S. Mid Cap Value ETF,equity_longonly,2024,2024
SFGV,S000082843,Sequoia Global Value ETF,equity_longonly,2024,2025
HFEQ,S000082853,Unlimited HFEQ Equity Long/Short ETF,equity_longshort,2025,2025
SPTE,S000082880,SP Funds S&P Global Technology ETF,equity_longonly,2024,2025
LGHT,S000082910,Langar Global HealthTech ETF,equity_longonly,2024,2025
BEEZ,S000082960,Honeytree U.S. Equity ETF,equity_longonly,2024,2024
FUNL,S000082979,CornerCap Fundametrics Large-Cap ETF,equity_longonly,2024,2025
LQAI,S000082989,LG QRAFT AI-Powered U.S. Large Cap Core ETF,equity_longonly,2024,2025
QLTY,S000082992,GMO U.S. Quality ETF,equity_longonly,2024,2026
VGSR,S000083012,Vert Global Sustainable Real Estate ETF,equity_longonly,2024,2025
CPAI,S000083027,Counterpoint Quantitative Equity ETF,equity_longonly,2024,2025
RJMG,S000083044,FT Raymond James Multicap Growth Equity ETF,equity_longonly,2024,2025
ABCS,S000083066,Alpha Blue Capital US Small-Mid Cap Dynamic ETF,equity_longonly,2024,2025
SMCO,S000083082,Hilton Small-MidCap Opportunity ETF,equity_longonly,2024,2025
MVPL,S000083083,Miller Value Partners Leverage ETF,equity_longonly,2024,2024
MVPA,S000083084,Miller Value Partners Appreciation ETF,equity_longonly,2024,2024
CARK,S000083184,CastleArk Large Growth ETF,equity_longonly,2024,2025
BIDD,S000083238,iShares International Dividend Active ETF,equity_longonly,2025,2025
NITE,S000083302,The Nightview Fund,equity_longonly,2025,2026
PJBF,S000083331,PGIM Jennison Better Future ETF,equity_longonly,2024,2025
PJIO,S000083332,PGIM Jennison International Opportunities ETF,equity_longonly,2024,2025
PJFM,S000083333,PGIM Jennison Focused Mid-Cap ETF,equity_longonly,2024,2025
PRMN,S000083338,PlanRock Market Neutral Income ETF,equity_longshort,2024,2024
JDVI,S000083349,John Hancock Disciplined Value International Select ETF,equity_longonly,2024,2026
AVXC,S000083425,Avantis Emerging Markets ex-China Equity ETF,equity_longonly,2024,2024
